_uid,input_color_im,trial_num,color_im,gripper_pose,input_binary_im,human_label,completed,found_grasp,gripper_width,dropped_object,seg_camera_intrinsics,depth_im,seg_binary_im,planning_time,input_depth_im,object_key,seg_color_im,input_pose,lifted_object,seg_depth_im,_default
int,str,int,str,str,str,int,bool,int,float,bool,str,str,str,float,str,str,str,str,bool,str,
0,,0,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_0.png,,,0,False,0,0.0,False,,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_0.npy,,0.0,,bar_clamp,,,False,,
1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_1.png,0,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_1.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_1.tf,,1,True,1,0.0088,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_1.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_1.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_1.png,2.3560991287,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_1.npy,bar_clamp,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_1.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_1.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_1.npy,
2,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_2.png,1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_2.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_2.tf,,1,True,1,0.0092,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_2.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_2.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_2.png,2.2295119762,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_2.npy,bar_clamp,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_2.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_2.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_2.npy,
3,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_3.png,2,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_3.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_3.tf,,1,True,1,0.0076,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_3.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_3.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_3.png,2.2663798332,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_3.npy,bar_clamp,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_3.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_3.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_3.npy,
4,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_4.png,3,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_4.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_4.tf,,1,True,1,0.0077,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_4.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_4.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_4.png,2.1626000404,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_4.npy,bar_clamp,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_4.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_4.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_4.npy,
5,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_5.png,4,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_5.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_5.tf,,1,True,1,0.005,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_5.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_5.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_5.png,2.424352169,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_5.npy,bar_clamp,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_5.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_5.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_5.npy,
6,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_6.png,5,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_6.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_6.tf,,1,True,1,0.0088,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_6.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_6.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_6.png,2.3545269966,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_6.npy,bar_clamp,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_6.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_6.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_6.npy,
7,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_7.png,6,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_7.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_7.tf,,1,True,1,0.0074,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_7.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_7.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_7.png,2.1273448467,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_7.npy,bar_clamp,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_7.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_7.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_7.npy,
8,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_8.png,7,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_8.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_8.tf,,1,True,1,0.0091,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_8.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_8.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_8.png,2.2308430672,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_8.npy,bar_clamp,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_8.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_8.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_8.npy,
9,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_9.png,8,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_9.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_9.tf,,1,True,1,0.0073,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_9.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_9.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_9.png,2.1354570389,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_9.npy,bar_clamp,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_9.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_9.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_9.npy,
10,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_10.png,9,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_10.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_10.tf,,1,True,1,0.0038,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_10.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_10.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_10.png,2.4279510975,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_10.npy,bar_clamp,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_10.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_10.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_10.npy,
11,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_11.png,0,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_11.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_11.tf,,1,True,1,0.0097,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_11.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_11.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_11.png,1.8884658813,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_11.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_11.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_11.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_11.npy,
12,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_12.png,1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_12.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_12.tf,,1,True,1,0.0085,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_12.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_12.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_12.png,1.6270129681,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_12.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_12.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_12.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_12.npy,
13,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_13.png,2,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_13.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_13.tf,,1,True,1,0.0092,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_13.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_13.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_13.png,1.8326759338,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_13.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_13.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_13.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_13.npy,
14,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_14.png,3,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_14.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_14.tf,,1,True,1,0.0153,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_14.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_14.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_14.png,1.8614361286,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_14.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_14.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_14.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_14.npy,
15,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_15.png,4,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_15.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_15.tf,,1,True,1,0.0146,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_15.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_15.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_15.png,1.6262938976,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_15.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_15.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_15.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_15.npy,
16,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_16.png,5,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_16.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_16.tf,,1,True,1,0.0093,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_16.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_16.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_16.png,1.8955631256,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_16.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_16.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_16.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_16.npy,
17,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_17.png,6,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_17.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_17.tf,,1,True,1,0.0082,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_17.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_17.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_17.png,1.6986019611,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_17.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_17.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_17.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_17.npy,
18,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_18.png,7,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_18.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_18.tf,,1,True,1,0.0004,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_18.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_18.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_18.png,2.4509909153,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_18.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_18.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_18.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_18.npy,
19,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_19.png,8,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_19.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_19.tf,,1,True,1,0.0004,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_19.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_19.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_19.png,2.1865479946,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_19.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_19.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_19.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_19.npy,
20,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_20.png,9,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_20.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_20.tf,,1,True,1,0.0091,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_20.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_20.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_20.png,1.9264779091,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_20.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_20.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_20.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_20.npy,
