_uid,input_color_im,trial_num,color_im,gripper_pose,input_binary_im,human_label,completed,found_grasp,gripper_width,dropped_object,seg_camera_intrinsics,depth_im,seg_binary_im,planning_time,input_depth_im,object_key,seg_color_im,input_pose,lifted_object,seg_depth_im,_default
21,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_21.png,0,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_21.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_21.tf,,1,True,1,0.005,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_21.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_21.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_21.png,1.7935311794,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_21.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_21.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_21.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_21.npy,
22,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_22.png,1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_22.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_22.tf,,1,True,1,0.0048,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_22.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_22.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_22.png,1.4777030945,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_22.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_22.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_22.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_22.npy,
23,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_23.png,2,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_23.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_23.tf,,1,True,1,0.005,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_23.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_23.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_23.png,1.597607851,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_23.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_23.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_23.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_23.npy,
24,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_24.png,3,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_24.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_24.tf,,1,True,1,0.0035,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_24.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_24.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_24.png,1.6187210083,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_24.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_24.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_24.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_24.npy,
25,,4,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_25.png,,,0,True,0,0.0,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_25.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_25.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_25.png,0.0,,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_25.png,,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_25.npy,
26,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_26.png,5,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_26.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_26.tf,,0,True,1,0.0001,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_26.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_26.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_26.png,1.7008960247,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_26.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_26.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_26.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_26.npy,
27,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_27.png,6,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_27.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_27.tf,,1,True,1,0.0049,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_27.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_27.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_27.png,1.5606181622,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_27.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_27.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_27.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_27.npy,
28,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_28.png,7,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_28.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_28.tf,,1,True,1,0.0098,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_28.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_28.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_28.png,1.8183760643,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_28.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_28.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_28.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_28.npy,
29,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_29.png,8,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_29.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_29.tf,,1,True,1,0.0049,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_29.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_29.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_29.png,1.7156429291,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_29.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_29.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_29.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_29.npy,
30,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_30.png,9,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_30.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_30.tf,,1,True,1,0.0049,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_30.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_30.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_30.png,1.5318109989,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_30.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_30.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_30.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_30.npy,
31,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_31.png,0,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_31.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_31.tf,,1,True,1,0.0057,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_31.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_31.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_31.png,1.5265600681,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_31.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_31.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_31.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_31.npy,
32,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_32.png,1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_32.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_32.tf,,1,True,1,0.0066,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_32.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_32.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_32.png,1.5801360607,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_32.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_32.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_32.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_32.npy,
33,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_33.png,2,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_33.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_33.tf,,1,True,1,0.0056,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_33.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_33.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_33.png,1.6081039906,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_33.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_33.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_33.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_33.npy,
34,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_34.png,3,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_34.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_34.tf,,1,True,1,0.006,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_34.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_34.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_34.png,1.6963479519,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_34.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_34.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_34.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_34.npy,
35,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_35.png,4,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_35.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_35.tf,,1,True,1,0.0059,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_35.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_35.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_35.png,1.579720974,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_35.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_35.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_35.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_35.npy,
36,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_36.png,5,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_36.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_36.tf,,1,True,1,0.006,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_36.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_36.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_36.png,1.6845800877,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_36.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_36.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_36.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_36.npy,
37,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_37.png,6,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_37.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_37.tf,,1,True,1,0.0062,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_37.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_37.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_37.png,1.607683897,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_37.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_37.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_37.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_37.npy,
38,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_38.png,7,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_38.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_38.tf,,1,True,1,0.0098,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_38.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_38.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_38.png,1.4434440136,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_38.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_38.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_38.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_38.npy,
39,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_39.png,8,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_39.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_39.tf,,1,True,1,0.0059,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_39.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_39.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_39.png,1.5556361675,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_39.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_39.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_39.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_39.npy,
40,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_40.png,9,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_40.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_40.tf,,1,True,1,0.0104,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_40.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_40.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_40.png,2.1546268463,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_40.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_40.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_40.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_40.npy,
41,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_color_im_41.png,0,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/color_im_41.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/gripper_pose_41.tf,,1,True,1,0.009,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_camera_intrinsics_41.intr,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/depth_im_41.npy,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_binary_im_41.png,2.497535944,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_depth_im_41.npy,part3,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_color_im_41.png,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/input_pose_41.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_gdrnugnpsg/raw/seg_depth_im_41.npy,
