_uid,input_color_im,trial_num,color_im,gripper_pose,input_binary_im,human_label,completed,found_grasp,gripper_width,dropped_object,seg_camera_intrinsics,depth_im,seg_binary_im,planning_time,input_depth_im,object_key,seg_color_im,input_pose,lifted_object,seg_depth_im,_default
13,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_13.png,3,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_13.png,,,0,False,0,0.0,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_13.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_13.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_13.png,0.0,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_13.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_13.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_13.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_13.npy,
14,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_14.png,3,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_14.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_14.tf,,0,True,1,0.0002,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_14.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_14.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_14.png,1.9547021389,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_14.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_14.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_14.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_14.npy,
15,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_15.png,4,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_15.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_15.tf,,1,True,1,0.0,True,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_15.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_15.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_15.png,2.2690739632,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_15.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_15.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_15.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_15.npy,
16,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_16.png,5,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_16.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_16.tf,,1,True,1,0.0102,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_16.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_16.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_16.png,1.9288578033,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_16.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_16.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_16.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_16.npy,
17,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_17.png,6,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_17.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_17.tf,,0,True,1,0.0002,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_17.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_17.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_17.png,2.0107150078,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_17.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_17.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_17.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_17.npy,
18,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_18.png,7,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_18.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_18.tf,,0,True,1,0.0,True,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_18.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_18.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_18.png,2.0560801029,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_18.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_18.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_18.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_18.npy,
19,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_19.png,8,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_19.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_19.tf,,1,True,1,0.0,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_19.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_19.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_19.png,1.971257925,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_19.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_19.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_19.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_19.npy,
20,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_20.png,9,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_20.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_20.tf,,1,True,1,0.0,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_20.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_20.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_20.png,1.9388680458,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_20.npy,gearbox,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_20.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_20.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_20.npy,
21,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_21.png,0,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_21.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_21.tf,,1,True,1,0.0007,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_21.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_21.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_21.png,1.8811330795,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_21.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_21.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_21.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_21.npy,
22,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_22.png,1,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_22.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_22.tf,,1,True,1,0.0,True,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_22.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_22.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_22.png,1.9987838268,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_22.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_22.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_22.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_22.npy,
23,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_23.png,2,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_23.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_23.tf,,1,True,1,0.0122,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_23.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_23.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_23.png,2.1319229603,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_23.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_23.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_23.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_23.npy,
24,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_24.png,3,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_24.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_24.tf,,1,True,1,0.0,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_24.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_24.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_24.png,1.9742221832,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_24.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_24.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_24.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_24.npy,
25,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_25.png,4,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_25.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_25.tf,,0,True,1,0.0112,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_25.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_25.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_25.png,1.8120658398,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_25.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_25.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_25.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_25.npy,
26,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_26.png,5,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_26.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_26.tf,,0,True,1,0.0002,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_26.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_26.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_26.png,1.8600900173,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_26.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_26.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_26.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_26.npy,
27,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_27.png,6,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_27.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_27.tf,,1,True,1,0.0092,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_27.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_27.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_27.png,2.3725061417,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_27.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_27.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_27.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_27.npy,
28,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_28.png,7,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_28.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_28.tf,,0,True,1,0.0,True,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_28.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_28.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_28.png,2.3163409233,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_28.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_28.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_28.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_28.npy,
29,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_29.png,8,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_29.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_29.tf,,0,True,1,0.0,True,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_29.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_29.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_29.png,1.9123029709,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_29.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_29.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_29.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_29.npy,
30,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_30.png,9,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_30.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_30.tf,,0,True,1,0.0012,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_30.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_30.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_30.png,1.9881930351,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_30.npy,nozzle,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_30.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_30.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_30.npy,
31,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_31.png,0,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_31.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_31.tf,,0,True,1,0.0002,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_31.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_31.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_31.png,2.32193923,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_31.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_31.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_31.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_31.npy,
32,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_32.png,1,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_32.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_32.tf,,1,True,1,0.0105,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_32.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_32.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_32.png,2.7541699409,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_32.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_32.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_32.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_32.npy,
33,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_33.png,2,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_33.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_33.tf,,0,True,1,0.0,True,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_33.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_33.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_33.png,2.0369291306,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_33.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_33.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_33.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_33.npy,
34,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_color_im_34.png,3,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/color_im_34.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/gripper_pose_34.tf,,0,True,1,0.0,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_camera_intrinsics_34.intr,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/depth_im_34.npy,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_binary_im_34.png,2.3941879272,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_depth_im_34.npy,part1,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_color_im_34.png,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/input_pose_34.npy,False,data/experiments/grasping_gym/data/gqcnn_2d_rsbvymsqqy/raw/seg_depth_im_34.npy,
35,,0,,,,0,False,0,0.0,False,,,,0.0,,,,,False,,
